RefseqID,Group,AssemblyLevel,Size(MB),ArrayCount,Kingdom
GCF_000164905.1_ASM16490v1,Aquificae,COMP,1.74293,1,Bacteria
GCF_000164965.1_ASM16496v1,Actinobacteria,COMP,2.18688,1,Bacteria
GCF_000165465.1_ASM16546v1,Firmicutes,COMP,2.30926,1,Bacteria
GCF_000165505.1_ASM16550v1,Fusobacteria,COMP,3.13231,1,Bacteria
GCF_000165715.2_ASM16571v3,Planctomycetes,COMP,6.0066,2,Bacteria
GCF_000165775.1_ASM16577v3,Firmicutes,COMP,2.12921,1,Bacteria
GCF_000165815.1_ASM16581v1,Proteobacteria,COMP,3.95768,2,Bacteria
GCF_000166055.1_ASM16605v1,Proteobacteria,COMP,4.01447,4,Bacteria
GCF_000166075.1_ASM16607v1,Firmicutes,COMP,3.91195,5,Bacteria
GCF_000166115.1_ASM16611v1,Proteobacteria,COMP,3.73436,1,Bacteria
GCF_000166135.1_ASM16613v1,Actinobacteria,COMP,8.81578,1,Bacteria
GCF_000166315.1_ASM16631v1,Actinobacteria,COMP,2.26594,3,Bacteria
GCF_000166335.1_ASM16633v1,Firmicutes,COMP,2.4289,3,Bacteria
GCF_000166355.1_ASM16635v1,Firmicutes,COMP,2.77068,5,Bacteria
GCF_000166395.1_ASM16639v1,Bacteroidetes/Chlorobi ,COMP,4.05965,1,Bacteria
GCF_000166415.1_ASM16641v1,Firmicutes,COMP,2.61312,1,Bacteria
GCF_000166655.1_ASM16665v1,Spirochaetes,COMP,1.53109,1,Bacteria
GCF_000166695.1_ASM16669v1,Firmicutes,COMP,2.80244,11,Bacteria
GCF_000166775.1_ASM16677v1,Firmicutes,COMP,2.84379,7,Bacteria
GCF_000168335.1_ASM16833v1,Proteobacteria,COMP,6.49242,3,Bacteria
GCF_000168355.3_ASM16835v3,Firmicutes,COMP,2.17607,1,Bacteria
GCF_000168575.2_ASM16857v2,Firmicutes,COMP,2.9738,1,Bacteria
GCF_000168595.2_ASM16859v2,Firmicutes,COMP,2.87443,2,Bacteria
GCF_000168635.2_ASM16863v2,Firmicutes,COMP,3.00046,3,Bacteria
GCF_000168695.2_ASM16869v2,Firmicutes,COMP,2.90311,2,Bacteria
GCF_000169195.2_ASM16919v2,Firmicutes,COMP,3.55223,5,Bacteria
GCF_000169215.2_ASM16921v2,Proteobacteria,COMP,4.84025,3,Bacteria
GCF_000171795.2_ASM17179v2,Proteobacteria,COMP,1.63603,1,Bacteria
GCF_000172155.1_ASM17215v1,Chlamydiae/Verrucomicrobia ,COMP,8.22086,2,Bacteria
GCF_000172575.2_ASM17257v2,Firmicutes,COMP,2.73963,2,Bacteria
GCF_000172995.2_ASM17299v2,Euryarchaeota,COMP,3.94447,1,Archaea
GCF_000174795.2_ASM17479v2,Firmicutes,COMP,3.67394,6,Bacteria
GCF_000175095.2_ASM17509v2,Proteobacteria,COMP,3.33702,2,Bacteria
GCF_000175255.2_ASM17525v2,Proteobacteria,COMP,2.14346,2,Bacteria
GCF_000175295.2_ASM17529v2,Firmicutes,COMP,2.34482,5,Bacteria
GCF_000175575.2_ASM17557v2,Proteobacteria,COMP,2.98705,2,Bacteria
GCF_000176115.2_ASM17611v2,Actinobacteria,COMP,7.6561,4,Bacteria
GCF_000176835.2_ASM17683v2,Proteobacteria,COMP,5.40373,1,Bacteria
GCF_000176855.2_ASM17685v2,Proteobacteria,COMP,5.48217,4,Bacteria
GCF_000177195.2_ASM17719v2,Actinobacteria,COMP,7.41444,1,Bacteria
GCF_000177255.2_ASM17725v2,Proteobacteria,COMP,5.40412,1,Bacteria
GCF_000177535.2_ASM17753v2,Actinobacteria,COMP,2.60131,2,Bacteria
GCF_000177615.2_ASM17761v2,Actinobacteria,COMP,5.34099,1,Bacteria
GCF_000177635.2_ASM17763v2,Chrysiogenetes,COMP,2.92838,2,Bacteria
GCF_000178115.2_ASM17811v2,Firmicutes,COMP,3.00858,1,Bacteria
GCF_000178395.2_ASM17839v2,Firmicutes,COMP,3.99379,5,Bacteria
GCF_000178875.2_ASM17887v2,Proteobacteria,COMP,5.36877,1,Bacteria
GCF_000179015.2_ASM17901v2,Proteobacteria,COMP,4.83571,1,Bacteria
GCF_000179575.2_ASM17957v2,Euryarchaeota,COMP,1.67745,7,Archaea
GCF_000179635.2_ASM17963v2,Firmicutes,COMP,4.48209,4,Bacteria
GCF_000182745.2_ASM18274v1,Proteobacteria,COMP,3.51319,3,Bacteria
GCF_000182835.1_ASM18283v1,Firmicutes,COMP,2.13198,1,Bacteria
GCF_000182875.1_ASM18287v1,Firmicutes,COMP,1.83195,2,Bacteria
GCF_000183135.1_ASM18313v1,Bacteroidetes/Chlorobi ,COMP,3.6855,1,Bacteria
GCF_000183155.1_ASM18315v1,Bacteroidetes/Chlorobi ,COMP,2.15512,1,Bacteria
GCF_000183345.1_ASM18334v1,Proteobacteria,COMP,4.89488,2,Bacteria
GCF_000183405.1_ASM18340v1,Deferribacteres,COMP,2.21655,4,Bacteria
GCF_000183745.1_ASM18374v1,Deinococcus-Thermus,COMP,2.43929,1,Bacteria
GCF_000184185.1_ASM18418v1,Proteobacteria,COMP,5.00886,2,Bacteria
GCF_000184205.1_ASM18420v1,Proteobacteria,COMP,1.72459,1,Bacteria
GCF_000184345.1_ASM18434v2,Spirochaetes,COMP,2.56022,2,Bacteria
GCF_000184705.1_ASM18470v1,Firmicutes,COMP,2.8447,2,Bacteria
GCF_000184925.1_ASM18492v1,Firmicutes,COMP,3.56162,4,Bacteria
GCF_000185205.1_ASM18520v1,Proteobacteria,COMP,1.71247,1,Bacteria
GCF_000185805.1_ASM18580v1,Aquificae,COMP,1.75953,8,Bacteria
GCF_000186225.1_ASM18622v1,Bacteroidetes/Chlorobi ,COMP,3.99891,1,Bacteria
GCF_000186245.1_ASM18624v1,Proteobacteria,COMP,2.10128,2,Bacteria
GCF_000186345.1_ASM18634v1,Planctomycetes,COMP,5.5293,2,Bacteria
GCF_000186365.1_ASM18636v1,Crenarchaeota,COMP,1.31464,3,Archaea
GCF_000186725.1_ASM18672v1,Proteobacteria,COMP,4.7095,3,Bacteria
GCF_000186885.1_ASM18688v1,Proteobacteria,COMP,3.85187,1,Bacteria
GCF_000187005.1_ASM18700v1,Deinococcus-Thermus,COMP,2.35519,3,Bacteria
GCF_000188715.1_ASM18871v1,Firmicutes,COMP,2.15949,2,Bacteria
GCF_000188735.1_ASM18873v1,Proteobacteria,COMP,5.06745,3,Bacteria
GCF_000188955.2_ASM18895v5,Proteobacteria,COMP,4.69437,2,Bacteria
GCF_000189295.2_ASM18929v2,Proteobacteria,COMP,3.85858,1,Bacteria
GCF_000189495.1_ASM18949v1,Firmicutes,COMP,2.57222,1,Bacteria
GCF_000189515.1_ASM18951v1,Firmicutes,COMP,2.17238,3,Bacteria
GCF_000189555.1_ASM18955v1,Crenarchaeota,COMP,2.52299,2,Archaea
GCF_000189575.1_ASM18957v1,Crenarchaeota,COMP,2.6552,4,Archaea
GCF_000189775.2_ASM18977v3,Firmicutes,COMP,2.53436,4,Bacteria
GCF_000190315.1_ASM19031v1,Crenarchaeota,COMP,2.29898,4,Archaea
GCF_000190435.1_ASM19043v1,Spirochaetes,COMP,3.31647,2,Bacteria
GCF_000190515.1_ASM19051v1,Firmicutes,COMP,5.68238,1,Bacteria
GCF_000190535.1_ASM19053v1,Bacteroidetes/Chlorobi ,COMP,4.39229,1,Bacteria
GCF_000190555.1_ASM19055v1,Deinococcus-Thermus,COMP,2.88684,5,Bacteria
GCF_000190635.1_ASM19063v1,Firmicutes,COMP,3.40674,2,Bacteria
GCF_000191045.1_ASM19104v1,Aquificae,COMP,1.54197,1,Bacteria
GCF_000191165.1_ASM19116v1,Firmicutes,COMP,1.87292,2,Bacteria
GCF_000191445.1_ASM19144v1,Proteobacteria,COMP,2.24088,2,Bacteria
GCF_000191485.1_ASM19148v1,Proteobacteria,COMP,2.28778,1,Bacteria
GCF_000191565.1_ASM19156v1,Bacteroidetes/Chlorobi ,COMP,2.16638,2,Bacteria
GCF_000192335.1_ASM19233v1,Proteobacteria,COMP,1.56283,1,Bacteria
GCF_000192745.1_ASM19274v1,Proteobacteria,COMP,4.71896,1,Bacteria
GCF_000192865.1_ASM19286v1,Proteobacteria,COMP,4.68432,5,Bacteria
GCF_000193185.2_ASM19318v2,Actinobacteria,COMP,4.41855,5,Bacteria
GCF_000193355.1_ASM19335v1,Firmicutes,COMP,6.15115,2,Bacteria
GCF_000193395.1_ASM19339v1,Bacteroidetes/Chlorobi ,COMP,2.93759,1,Bacteria
GCF_000193435.2_ASM19343v3,Firmicutes,COMP,2.67481,11,Bacteria
GCF_000194075.2_ASM19407v3,Actinobacteria,COMP,4.33406,5,Bacteria
GCF_000194115.1_ASM19411v1,Firmicutes,COMP,1.97709,3,Bacteria
GCF_000194625.1_ASM19462v1,Euryarchaeota,COMP,1.90194,2,Archaea
GCF_000194745.1_ASM19474v1,Proteobacteria,COMP,9.0523,1,Bacteria
GCF_000194765.1_ASM19476v1,Firmicutes,COMP,3.12729,1,Bacteria
GCF_000194785.1_ASM19478v1,Firmicutes,COMP,3.07743,1,Bacteria
GCF_000195275.1_ASM19527v1,Spirochaetes,COMP,2.89743,1,Bacteria
GCF_000195295.1_ASM19529v1,Proteobacteria,COMP,3.28254,4,Bacteria
GCF_000195315.1_ASM19531v1,Actinobacteria,COMP,2.11568,2,Bacteria
GCF_000195335.1_ASM19533v1,Deinococcus-Thermus,COMP,2.26917,5,Bacteria
GCF_000195535.1_ASM19553v1,Proteobacteria,COMP,1.91362,2,Bacteria
GCF_000195555.1_ASM19555v1,Proteobacteria,COMP,1.94531,1,Bacteria
GCF_000195755.1_ASM19575v1,Proteobacteria,COMP,3.77316,1,Bacteria
GCF_000195895.1_ASM19589v1,Euryarchaeota,COMP,4.87377,5,Archaea
GCF_000195955.2_ASM19595v2,Actinobacteria,COMP,4.41153,6,Bacteria
GCF_000195995.1_ASM19599v1,Proteobacteria,COMP,5.13371,1,Bacteria
GCF_000196275.1_ASM19627v1,Deinococcus-Thermus,COMP,3.24702,6,Bacteria
GCF_000196295.1_ASM19629v1,Proteobacteria,COMP,2.22061,2,Bacteria
GCF_000196355.1_ASM19635v1,Proteobacteria,COMP,3.23431,1,Bacteria
GCF_000196475.1_ASM19647v1,Proteobacteria,COMP,5.09414,4,Bacteria
GCF_000196535.1_ASM19653v1,Actinobacteria,COMP,2.14648,1,Bacteria
GCF_000196615.1_ASM19661v1,Proteobacteria,COMP,5.37227,1,Bacteria
GCF_000196675.1_ASM19667v1,Actinobacteria,COMP,7.30399,1,Bacteria
GCF_000196695.1_ASM19669v1,Actinobacteria,COMP,5.04317,1,Bacteria
GCF_000196815.1_ASM19681v1,Nitrospirae,COMP,4.31708,1,Bacteria
GCF_000196835.1_ASM19683v1,Actinobacteria,COMP,10.2367,5,Bacteria
GCF_000196875.1_ASM19687v1,Proteobacteria,COMP,4.0613,1,Bacteria
GCF_000197735.1_ASM19773v1,Actinobacteria,COMP,3.91819,2,Bacteria
GCF_000197755.2_ASM19775v2,Firmicutes,COMP,3.02393,3,Bacteria
GCF_000198515.1_ASM19851v1,Proteobacteria,COMP,4.58746,2,Bacteria
GCF_000199675.1_ASM19967v1,Chloroflexi,COMP,3.53238,5,Bacteria
GCF_000202635.1_ASM20263v1,Actinobacteria,COMP,3.98203,1,Bacteria
GCF_000203195.1_ASM20319v1,Firmicutes,COMP,2.37721,2,Bacteria
GCF_000203895.1_ASM20389v1,Proteobacteria,COMP,5.23619,1,Bacteria
GCF_000203935.1_ASM20393v1,Proteobacteria,COMP,5.25115,1,Bacteria
GCF_000204075.1_ASM20407v1,Cyanobacteria,COMP,7.10575,9,Bacteria
GCF_000204155.1_ASM20415v1,Actinobacteria,COMP,6.73227,2,Bacteria
GCF_000204415.1_ASM20441v1,Euryarchaeota,COMP,3.02664,5,Archaea
GCF_000204565.1_ASM20456v1,Firmicutes,COMP,3.20759,7,Bacteria
GCF_000204625.1_ASM20462v1,Firmicutes,COMP,2.02881,1,Bacteria
GCF_000204645.1_ASM20464v1,Proteobacteria,COMP,5.07075,1,Bacteria
GCF_000204665.1_ASM20466v1,Firmicutes,COMP,2.9139,2,Bacteria
GCF_000204925.1_ASM20492v1,Crenarchaeota,COMP,1.84035,2,Archaea
GCF_000204985.1_ASM20498v1,Firmicutes,COMP,1.96634,1,Bacteria
GCF_000208385.1_ASM20838v1,Spirochaetes,COMP,2.2273,2,Bacteria
GCF_000208405.1_ASM20840v1,Firmicutes,COMP,2.56836,2,Bacteria
GCF_000209675.1_ASM20967v1,Proteobacteria,COMP,2.69414,2,Bacteria
GCF_000209755.1_ASM20975v1,Firmicutes,COMP,2.9792,2,Bacteria
GCF_000210155.1_ASM21015v1,Proteobacteria,COMP,3.71427,1,Bacteria
GCF_000210435.1_ASM21043v1,Firmicutes,COMP,4.04773,8,Bacteria
GCF_000210475.1_ASM21047v1,Proteobacteria,COMP,5.32589,2,Bacteria
GCF_000210515.1_ASM21051v1,Firmicutes,COMP,2.10045,3,Bacteria
GCF_000210815.2_ASM21081v2,Firmicutes,COMP,3.02291,1,Bacteria
GCF_000210835.1_ASM21083v1,Bacteroidetes/Chlorobi ,COMP,5.37312,1,Bacteria
GCF_000210855.2_ASM21085v2,Proteobacteria,COMP,5.06745,3,Bacteria
GCF_000210895.1_ASM21089v1,Proteobacteria,COMP,2.08688,1,Bacteria
GCF_000210975.1_ASM21097v1,Firmicutes,COMP,2.14212,1,Bacteria
GCF_000211375.1_ASM21137v1,Firmicutes,COMP,2.58831,2,Bacteria
GCF_000211475.1_ASM21147v1,Euryarchaeota,COMP,1.86132,2,Archaea
GCF_000212375.1_ASM21237v1,Bacteroidetes/Chlorobi ,COMP,2.18637,1,Bacteria
GCF_000212395.1_ASM21239v1,Firmicutes,COMP,1.89887,2,Bacteria
GCF_000212415.1_ASM21241v1,Spirochaetes,COMP,3.05558,2,Bacteria
GCF_000212695.1_ASM21269v1,Actinobacteria,COMP,4.26634,1,Bacteria
GCF_000212715.2_ASM21271v2,Proteobacteria,COMP,5.66676,2,Bacteria
GCF_000212735.1_ASM21273v1,Bacteroidetes/Chlorobi ,COMP,8.77165,9,Bacteria
GCF_000213135.1_ASM21313v1,Proteobacteria,COMP,1.61743,1,Bacteria
GCF_000213215.1_ASM21321v1,Crenarchaeota,COMP,2.13765,6,Archaea
GCF_000213235.1_ASM21323v1,Firmicutes,COMP,2.75987,5,Bacteria
GCF_000213255.1_ASM21325v1,Firmicutes,COMP,3.13597,2,Bacteria
GCF_000213635.1_ASM21363v1,Proteobacteria,COMP,4.91115,3,Bacteria
GCF_000213785.1_ASM21378v1,Aquificae,COMP,1.55278,7,Bacteria
GCF_000213805.1_ASM21380v1,Proteobacteria,COMP,4.92077,1,Bacteria
GCF_000213865.1_ASM21386v1,Actinobacteria,COMP,2.32749,3,Bacteria
GCF_000214195.1_ASM21419v1,Proteobacteria,COMP,5.44301,1,Bacteria
GCF_000214235.1_ASM21423v1,Proteobacteria,COMP,5.44288,1,Bacteria
GCF_000214355.1_ASM21435v1,Spirochaetes,COMP,3.85567,2,Bacteria
GCF_000214375.1_ASM21437v1,Spirochaetes,COMP,4.05987,1,Bacteria
GCF_000214395.1_ASM21439v1,Proteobacteria,COMP,6.68584,3,Bacteria
GCF_000214415.1_ASM21441v1,Euryarchaeota,COMP,1.8542,20,Archaea
GCF_000214435.1_ASM21443v1,Firmicutes,COMP,2.89226,4,Bacteria
GCF_000214665.1_ASM21466v1,Proteobacteria,COMP,5.05168,4,Bacteria
GCF_000214705.1_ASM21470v1,Firmicutes,COMP,3.60139,10,Bacteria
GCF_000214725.1_ASM21472v1,Euryarchaeota,COMP,2.54654,3,Archaea
GCF_000214785.1_ASM21478v1,Firmicutes,COMP,2.35409,1,Bacteria
GCF_000214805.1_ASM21480v1,Proteobacteria,COMP,5.44255,1,Bacteria
GCF_000214845.1_ASM21484v1,Deinococcus-Thermus,COMP,2.30323,6,Bacteria
GCF_000215065.1_ASM21506v1,Aquificae,COMP,1.55261,7,Bacteria
GCF_000215085.1_ASM21508v1,Firmicutes,COMP,3.96901,11,Bacteria
GCF_000215325.1_ASM21532v1,Proteobacteria,COMP,5.43026,2,Bacteria
GCF_000215645.1_ASM21564v1,Actinobacteria,COMP,2.5021,3,Bacteria
GCF_000215665.1_ASM21566v1,Actinobacteria,COMP,2.60637,3,Bacteria
GCF_000215705.1_ASM21570v1,Proteobacteria,COMP,4.07019,2,Bacteria
GCF_000215975.1_ASM21597v1,Thermodesulfobacteria,COMP,1.63438,3,Bacteria
GCF_000215995.1_ASM21599v1,Euryarchaeota,COMP,1.71682,7,Archaea
GCF_000217795.1_ASM21779v1,Thermodesulfobacteria,COMP,2.32222,3,Bacteria
GCF_000217815.1_ASM21781v1,Thermotogae,COMP,2.03994,6,Bacteria
GCF_000217835.1_ASM21783v1,Firmicutes,COMP,3.07308,2,Bacteria
GCF_000217995.1_ASM21799v1,Euryarchaeota,COMP,2.13844,1,Archaea
GCF_000218305.1_ASM21830v1,Firmicutes,COMP,2.97616,2,Bacteria
GCF_000218625.1_ASM21862v1,Deferribacteres,COMP,2.52659,6,Bacteria
GCF_000218875.1_ASM21887v1,Proteobacteria,COMP,2.06141,3,Bacteria
GCF_000218895.1_ASM21889v1,Bacteroidetes/Chlorobi ,COMP,6.91973,2,Bacteria
GCF_000218915.1_ASM21891v1,Firmicutes,COMP,8.66382,1,Bacteria
GCF_000219105.1_ASM21910v1,Proteobacteria,COMP,9.00359,8,Bacteria
GCF_000219455.1_ASM21945v1,Actinobacteria,COMP,2.39576,1,Bacteria
GCF_000219725.1_ASM21972v1,Spirochaetes,COMP,3.23934,2,Bacteria
GCF_000219765.1_ASM21976v1,Firmicutes,COMP,2.16726,2,Bacteria
GCF_000219875.1_ASM21987v1,Firmicutes,COMP,3.12405,3,Bacteria
GCF_000220005.1_ASM22000v2,Proteobacteria,COMP,5.6353,3,Bacteria
GCF_000220135.1_ASM22013v1,Actinobacteria,COMP,2.42268,2,Bacteria
GCF_000220625.1_ASM22062v1,Bacteroidetes/Chlorobi ,COMP,2.57141,4,Bacteria
GCF_000220645.1_ASM22064v1,Euryarchaeota,COMP,1.7467,1,Archaea
GCF_000220885.1_ASM22088v1,Actinobacteria,COMP,1.94311,1,Bacteria
GCF_000220945.1_ASM22094v1,Actinobacteria,COMP,10.2368,5,Bacteria
GCF_000221025.1_ASM22102v1,Proteobacteria,COMP,3.2376,4,Bacteria
GCF_000221185.1_ASM22118v1,Euryarchaeota,COMP,2.01132,5,Archaea
GCF_000221965.1_ASM22196v1,Proteobacteria,COMP,4.94121,1,Bacteria
GCF_000222305.1_ASM22230v1,Spirochaetes,COMP,1.40344,1,Bacteria
GCF_000222975.1_ASM22297v1,Proteobacteria,COMP,4.65841,3,Bacteria
GCF_000223375.1_ASM22337v1,Proteobacteria,COMP,3.2771,1,Bacteria
GCF_000223395.1_ASM22339v1,Crenarchaeota,COMP,1.84327,7,Archaea
GCF_000223905.1_ASM22390v1,Euryarchaeota,COMP,3.89,2,Archaea
GCF_000223945.1_ASM22394v2,Proteobacteria,COMP,6.74296,1,Bacteria
GCF_000223965.1_ASM22396v2,Proteobacteria,COMP,6.71921,2,Bacteria
GCF_000224005.2_ASM22400v3,Proteobacteria,COMP,3.77911,4,Bacteria
GCF_000224085.1_ASM22408v1,Bacteroidetes/Chlorobi ,COMP,3.84242,1,Bacteria
GCF_000224435.1_ASM22443v1,Actinobacteria,COMP,4.39853,5,Bacteria
GCF_000224475.1_ASM22447v1,unclassified Archaea,COMP,3.64316,2,Archaea
GCF_000224575.1_ASM22457v1,Proteobacteria,COMP,1.61083,1,Bacteria
GCF_000224745.1_ASM22474v1,Bacteroidetes/Chlorobi ,COMP,3.33412,10,Bacteria
GCF_000224965.2_ASM22496v2,Actinobacteria,COMP,1.93858,1,Bacteria
GCF_000224985.1_ASM22498v1,Firmicutes,COMP,2.06665,2,Bacteria
GCF_000225325.1_ASM22532v1,Firmicutes,COMP,1.37577,2,Bacteria
GCF_000225345.1_ASM22534v1,Firmicutes,COMP,3.59212,1,Bacteria
GCF_000225955.1_ASM22595v1,Proteobacteria,COMP,4.35283,12,Bacteria
GCF_000226155.1_ASM22615v1,Proteobacteria,COMP,6.32775,3,Bacteria
GCF_000226295.1_ASM22629v1,Fibrobacteres/Acidobacteria ,COMP,3.69537,3,Bacteria
GCF_000226315.1_ASM22631v1,Proteobacteria,COMP,2.48198,1,Bacteria
GCF_000226625.1_ASM22662v1,Proteobacteria,COMP,1.63856,1,Bacteria
GCF_000227625.1_ASM22762v1,Proteobacteria,COMP,5.37873,1,Bacteria
GCF_000227665.2_ASM22766v3,Proteobacteria,COMP,2.15836,1,Bacteria
GCF_000227685.2_ASM22768v3,Proteobacteria,COMP,3.75673,8,Bacteria
GCF_000227705.2_ASM22770v3,Firmicutes,COMP,4.35553,12,Bacteria
GCF_000227745.2_ASM22774v3,Proteobacteria,COMP,5.01707,4,Bacteria
GCF_000230275.1_ASM23027v1,Firmicutes,COMP,2.48777,1,Bacteria
GCF_000230655.2_ASM23065v3,Thermotogae,COMP,1.86964,7,Bacteria
GCF_000230715.2_ASM23071v3,Euryarchaeota,COMP,3.78836,2,Archaea
GCF_000230955.2_ASM23095v3,Euryarchaeota,COMP,3.16256,1,Archaea
GCF_000231015.2_ASM23101v3,Crenarchaeota,COMP,1.38412,1,Archaea
GCF_000231175.1_ASM23117v1,Spirochaetes,COMP,4.70853,4,Bacteria
GCF_000231885.1_ASM23188v1,Firmicutes,COMP,2.17766,1,Bacteria
GCF_000233715.2_ASM23371v3,Firmicutes,COMP,4.85553,6,Bacteria
GCF_000233775.1_ASM23377v1,Synergistetes,COMP,1.99965,2,Bacteria
GCF_000233915.3_ASM23391v4,Proteobacteria,COMP,3.45255,2,Bacteria
GCF_000234725.1_ASM23472v1,Actinobacteria,COMP,4.35039,4,Bacteria
GCF_000234745.1_ASM23474v1,Proteobacteria,COMP,2.34952,1,Bacteria
GCF_000235405.2_ASM23540v3,Thermotogae,COMP,2.16638,5,Bacteria
GCF_000235545.1_ASM23554v1,Proteobacteria,COMP,4.63796,2,Bacteria
GCF_000235565.1_ASM23556v1,Euryarchaeota,COMP,2.57103,2,Archaea
GCF_000235585.1_ASM23558v1,Firmicutes,COMP,6.0834,11,Bacteria
GCF_000235605.1_ASM23560v1,Firmicutes,COMP,5.86308,2,Bacteria
GCF_000235685.2_ASM23568v3,Euryarchaeota,COMP,2.05286,1,Archaea
GCF_000236065.1_ASM23606v1,Proteobacteria,COMP,8.89641,3,Bacteria
GCF_000236585.1_ASM23658v1,Deinococcus-Thermus,COMP,2.26349,8,Bacteria
GCF_000236605.1_ASM23660v1,Firmicutes,COMP,3.59662,2,Bacteria
GCF_000236685.1_ASM23668v1,Spirochaetes,COMP,3.59085,1,Bacteria
GCF_000236925.1_ASM23692v1,Firmicutes,COMP,2.78764,3,Bacteria
GCF_000237085.1_ASM23708v1,Firmicutes,COMP,4.89768,3,Bacteria
GCF_000237145.1_ASM23714v1,Actinobacteria,COMP,9.23985,2,Bacteria
GCF_000237265.1_ASM23726v1,Firmicutes,COMP,2.75383,1,Bacteria
GCF_000237305.1_ASM23730v1,Actinobacteria,COMP,8.09255,2,Bacteria
GCF_000237865.1_ASM23786v1,Euryarchaeota,COMP,3.26048,3,Archaea
GCF_000237995.1_ASM23799v2,Firmicutes,COMP,1.97879,1,Bacteria
GCF_000238215.1_ASM23821v1,Bacteroidetes/Chlorobi ,COMP,3.40552,1,Bacteria
GCF_000239195.1_ASM23919v1,Firmicutes,COMP,5.2885,2,Bacteria
GCF_000240075.2_ASM24007v2,Bacteroidetes/Chlorobi ,COMP,3.16243,3,Bacteria
GCF_000240165.1_ASM24016v1,Actinobacteria,COMP,8.09552,2,Bacteria
GCF_000240325.1_ASM24032v1,Proteobacteria,COMP,5.97411,2,Bacteria
GCF_000241025.1_ASM24102v2,Proteobacteria,COMP,2.13681,1,Bacteria
GCF_000241055.1_ASM24105v1,Firmicutes,COMP,1.84224,1,Bacteria
GCF_000241875.1_ASM24187v1,Actinobacteria,COMP,2.53535,1,Bacteria
GCF_000241895.1_ASM24189v1,Actinobacteria,COMP,2.42655,2,Bacteria
GCF_000241915.1_ASM24191v1,Actinobacteria,COMP,2.44907,1,Bacteria
GCF_000242255.2_ASM24225v3,Proteobacteria,COMP,3.60346,1,Bacteria
GCF_000242335.1_ASM24233v3,Bacteroidetes/Chlorobi ,COMP,3.35021,2,Bacteria
GCF_000242455.2_ASM24245v3,Planctomycetes,COMP,9.75569,6,Bacteria
GCF_000242595.2_ASM24259v3,Spirochaetes,COMP,3.28586,1,Bacteria
GCF_000242775.1_ASM24277v1,Actinobacteria,COMP,2.47836,1,Bacteria
GCF_000242935.2_ASM24293v3,Chlamydiae/Verrucomicrobia ,COMP,7.41767,2,Bacteria
GCF_000243155.2_ASM24315v3,Firmicutes,COMP,4.32175,1,Bacteria
GCF_000244875.1_ASM24487v1,Firmicutes,COMP,4.61375,1,Bacteria
GCF_000245095.1_ASM24509v2,Crenarchaeota,COMP,2.64525,2,Archaea
GCF_000245175.1_ASM24517v2,Crenarchaeota,COMP,2.60113,3,Archaea
GCF_000245215.1_ASM24521v2,Crenarchaeota,COMP,2.66478,2,Archaea
GCF_000245235.1_ASM24523v2,Crenarchaeota,COMP,2.58984,2,Archaea
GCF_000245275.1_ASM24527v2,Crenarchaeota,COMP,2.63756,3,Archaea
GCF_000245355.1_ASM24535v1,Actinobacteria,COMP,10.3837,7,Bacteria
GCF_000245495.1_ASM24549v1,Firmicutes,COMP,2.69257,3,Bacteria
GCF_000245515.1_ASM24551v1,Proteobacteria,COMP,5.44831,2,Bacteria
GCF_000245535.1_ASM24553v1,Proteobacteria,COMP,4.94978,1,Bacteria
GCF_000246835.1_ASM24683v1,Firmicutes,COMP,2.00825,1,Bacteria
GCF_000246855.1_ASM24685v1,Bacteroidetes/Chlorobi ,COMP,9.03368,1,Bacteria
GCF_000246985.2_ASM24698v3,Euryarchaeota,COMP,2.21517,7,Archaea
GCF_000247605.1_ASM24760v1,Firmicutes,COMP,4.04478,1,Bacteria
GCF_000247715.1_ASM24771v1,Actinobacteria,COMP,5.8443,2,Bacteria
GCF_000248095.2_ASM24809v3,Firmicutes,COMP,2.43461,4,Bacteria
GCF_000250635.1_ASM25063v1,Bacteroidetes/Chlorobi ,COMP,4.40018,6,Bacteria
GCF_000250655.1_ASM25065v1,Firmicutes,COMP,8.73905,3,Bacteria
GCF_000250905.1_ASM25090v1,Firmicutes,COMP,1.75083,1,Bacteria
GCF_000250925.1_ASM25092v1,Firmicutes,COMP,1.78103,1,Bacteria
GCF_000251105.1_ASM25110v1,Euryarchaeota,COMP,2.37844,1,Archaea
GCF_000252445.1_ASM25244v1,Deinococcus-Thermus,COMP,4.40604,5,Bacteria
GCF_000252855.1_ASM25285v1,Bacteroidetes/Chlorobi ,COMP,2.16409,1,Bacteria
GCF_000252875.1_ASM25287v1,Proteobacteria,COMP,4.9701,2,Bacteria
GCF_000252975.1_ASM25297v1,Firmicutes,COMP,2.92888,2,Bacteria
GCF_000252995.1_ASM25299v1,Proteobacteria,COMP,4.46011,2,Bacteria
GCF_000253055.1_ASM25305v1,Crenarchaeota,COMP,1.84154,7,Archaea
GCF_000253135.1_ASM25313v1,Firmicutes,COMP,2.75905,1,Bacteria
GCF_000253155.1_ASM25315v1,Firmicutes,COMP,1.95869,1,Bacteria
GCF_000253195.1_ASM25319v1,Firmicutes,COMP,3.91974,2,Bacteria
GCF_000253215.1_ASM25321v1,Proteobacteria,COMP,2.22725,1,Bacteria
GCF_000253275.1_ASM25327v1,Bacteroidetes/Chlorobi ,COMP,3.56329,5,Bacteria
